obs_id,train_id,class,letter
id_105070,train,15,p
id_105071,valid,24,y
id_105072,test,NA,NA
id_105073,train,3,d
id_105074,train,15,p
id_105075,valid,8,i
id_105076,test,NA,NA
id_105077,train,1,b
id_105078,train,0,a
id_105079,valid,23,x
id_105080,test,NA,NA
id_105081,train,7,h
id_105082,train,24,y
id_105083,valid,7,h
id_105084,test,NA,NA
id_105085,train,13,n
id_105086,train,0,a
id_105087,valid,3,d
id_105088,test,NA,NA
id_105089,train,17,r
id_105090,train,20,u
id_105091,valid,2,c
id_105092,test,NA,NA
id_105093,train,12,m
id_105094,train,18,s
id_105095,valid,3,d
id_105096,test,NA,NA
id_105097,train,5,f
id_105098,train,4,e
id_105099,valid,8,i
id_105100,test,NA,NA
id_105101,train,20,u
id_105102,train,16,q
id_105103,valid,11,l
id_105104,test,NA,NA
id_105105,train,8,i
id_105106,train,17,r
id_105107,valid,15,p
id_105108,test,NA,NA
id_105109,train,4,e
id_105110,train,11,l
id_105111,valid,15,p
id_105112,test,NA,NA
id_105113,train,7,h
id_105114,train,12,m
id_105115,valid,17,r
id_105116,test,NA,NA
id_105117,train,17,r
id_105118,train,11,l
id_105119,valid,14,o
id_105120,test,NA,NA
id_105121,train,4,e
id_105122,train,0,a
id_105123,valid,5,f
id_105124,test,NA,NA
id_105125,train,7,h
id_105126,train,5,f
id_105127,valid,0,a
id_105128,test,NA,NA
id_105129,train,9,j
id_105130,train,22,w
id_105131,valid,18,s
id_105132,test,NA,NA
id_105133,train,13,n
id_105134,train,7,h
id_105135,valid,24,y
id_105136,test,NA,NA
id_105137,train,1,b
id_105138,train,1,b
id_105139,valid,8,i
id_105140,test,NA,NA
id_105141,train,17,r
id_105142,train,1,b
id_105143,valid,4,e
id_105144,test,NA,NA
id_105145,train,18,s
id_105146,train,12,m
id_105147,valid,22,w
id_105148,test,NA,NA
id_105149,train,21,v
id_105150,train,25,z
id_105151,valid,4,e
id_105152,test,NA,NA
id_105153,train,6,g
id_105154,train,24,y
id_105155,valid,19,t
id_105156,test,NA,NA
id_105157,train,1,b
id_105158,train,17,r
id_105159,valid,22,w
id_105160,test,NA,NA
id_105161,train,23,x
id_105162,train,3,d
id_105163,valid,17,r
id_105164,test,NA,NA
id_105165,train,3,d
id_105166,train,8,i
id_105167,valid,3,d
id_105168,test,NA,NA
id_105169,train,19,t
id_105170,train,10,k
id_105171,valid,21,v
id_105172,test,NA,NA
id_105173,train,8,i
id_105174,train,12,m
id_105175,valid,4,e
id_105176,test,NA,NA
id_105177,train,1,b
id_105178,train,11,l
id_105179,valid,0,a
id_105180,test,NA,NA
id_105181,train,3,d
id_105182,train,25,z
id_105183,valid,24,y
id_105184,test,NA,NA
id_105185,train,21,v
id_105186,train,24,y
id_105187,valid,11,l
id_105188,test,NA,NA
id_105189,train,6,g
id_105190,train,10,k
id_105191,valid,3,d
id_105192,test,NA,NA
id_105193,train,20,u
id_105194,train,16,q
id_105195,valid,11,l
id_105196,test,NA,NA
id_105197,train,1,b
id_105198,train,24,y
id_105199,valid,17,r
id_105200,test,NA,NA
id_105201,train,6,g
id_105202,train,23,x
id_105203,valid,1,b
id_105204,test,NA,NA
id_105205,train,13,n
id_105206,train,16,q
id_105207,valid,0,a
id_105208,test,NA,NA
id_105209,train,5,f
id_105210,train,8,i
id_105211,valid,18,s
id_105212,test,NA,NA
id_105213,train,7,h
id_105214,train,22,w
id_105215,valid,15,p
id_105216,test,NA,NA
id_105217,train,25,z
id_105218,train,16,q
id_105219,valid,14,o
id_105220,test,NA,NA
id_105221,train,12,m
id_105222,train,23,x
id_105223,valid,20,u
id_105224,test,NA,NA
id_105225,train,17,r
id_105226,train,2,c
id_105227,valid,1,b
id_105228,test,NA,NA
id_105229,train,20,u
id_105230,train,24,y
id_105231,valid,11,l
id_105232,test,NA,NA
id_105233,train,24,y
id_105234,train,10,k
id_105235,valid,10,k
id_105236,test,NA,NA
id_105237,train,11,l
id_105238,train,23,x
id_105239,valid,1,b
id_105240,test,NA,NA
id_105241,train,23,x
id_105242,train,9,j
id_105243,valid,12,m
id_105244,test,NA,NA
id_105245,train,3,d
id_105246,train,5,f
id_105247,valid,14,o
id_105248,test,NA,NA
id_105249,train,5,f
id_105250,train,8,i
id_105251,valid,4,e
id_105252,test,NA,NA
id_105253,train,1,b
id_105254,train,21,v
id_105255,valid,17,r
id_105256,test,NA,NA
id_105257,train,24,y
id_105258,train,4,e
id_105259,valid,9,j
id_105260,test,NA,NA
id_105261,train,6,g
id_105262,train,15,p
id_105263,valid,8,i
id_105264,test,NA,NA
id_105265,train,15,p
id_105266,train,15,p
id_105267,valid,20,u
id_105268,test,NA,NA
id_105269,train,0,a
id_105270,train,11,l
id_105271,valid,5,f
id_105272,test,NA,NA
id_105273,train,24,y
id_105274,train,12,m
id_105275,valid,17,r
id_105276,test,NA,NA
id_105277,train,7,h
id_105278,train,10,k
id_105279,valid,3,d
id_105280,test,NA,NA
id_105281,train,3,d
id_105282,train,13,n
id_105283,valid,11,l
id_105284,test,NA,NA
id_105285,train,12,m
id_105286,train,12,m
id_105287,valid,15,p
id_105288,test,NA,NA
id_105289,train,18,s
id_105290,train,5,f
id_105291,valid,0,a
id_105292,test,NA,NA
id_105293,train,11,l
id_105294,train,0,a
id_105295,valid,14,o
id_105296,test,NA,NA
id_105297,train,6,g
id_105298,train,1,b
id_105299,valid,6,g
id_105300,test,NA,NA
id_105301,train,20,u
id_105302,train,9,j
id_105303,valid,14,o
id_105304,test,NA,NA
id_105305,train,17,r
id_105306,train,23,x
id_105307,valid,14,o
id_105308,test,NA,NA
id_105309,train,4,e
id_105310,train,6,g
id_105311,valid,18,s
id_105312,test,NA,NA
id_105313,train,20,u
id_105314,train,12,m
id_105315,valid,23,x
id_105316,test,NA,NA
id_105317,train,16,q
id_105318,train,21,v
id_105319,valid,12,m
id_105320,test,NA,NA
id_105321,train,3,d
id_105322,train,10,k
id_105323,valid,13,n
id_105324,test,NA,NA
id_105325,train,10,k
id_105326,train,7,h
id_105327,valid,11,l
id_105328,test,NA,NA
id_105329,train,5,f
id_105330,train,7,h
id_105331,valid,2,c
id_105332,test,NA,NA
id_105333,train,7,h
id_105334,train,8,i
id_105335,valid,21,v
id_105336,test,NA,NA
id_105337,train,15,p
id_105338,train,9,j
id_105339,valid,7,h
id_105340,test,NA,NA
id_105341,train,7,h
id_105342,train,16,q
id_105343,valid,14,o
id_105344,test,NA,NA
id_105345,train,9,j
id_105346,train,20,u
id_105347,valid,1,b
id_105348,test,NA,NA
id_105349,train,4,e
id_105350,train,17,r
id_105351,valid,23,x
id_105352,test,NA,NA
id_105353,train,12,m
id_105354,train,10,k
id_105355,valid,9,j
id_105356,test,NA,NA
id_105357,train,2,c
id_105358,train,24,y
id_105359,valid,25,z
id_105360,test,NA,NA
id_105361,train,0,a
id_105362,train,19,t
id_105363,valid,23,x
id_105364,test,NA,NA
id_105365,train,9,j
id_105366,train,13,n
id_105367,valid,10,k
id_105368,test,NA,NA
id_105369,train,5,f
id_105370,train,21,v
id_105371,valid,12,m
id_105372,test,NA,NA
id_105373,train,12,m
id_105374,train,0,a
id_105375,valid,8,i
id_105376,test,NA,NA
id_105377,train,9,j
id_105378,train,5,f
id_105379,valid,19,t
id_105380,test,NA,NA
id_105381,train,15,p
id_105382,train,8,i
id_105383,valid,23,x
id_105384,test,NA,NA
id_105385,train,16,q
id_105386,train,14,o
id_105387,valid,0,a
id_105388,test,NA,NA
id_105389,train,18,s
id_105390,train,15,p
id_105391,valid,9,j
id_105392,test,NA,NA
id_105393,train,20,u
id_105394,train,12,m
id_105395,valid,5,f
id_105396,test,NA,NA
id_105397,train,14,o
id_105398,train,4,e
id_105399,valid,16,q
id_105400,test,NA,NA
id_105401,train,13,n
id_105402,train,3,d
id_105403,valid,25,z
id_105404,test,NA,NA
id_105405,train,22,w
id_105406,train,3,d
id_105407,valid,7,h
id_105408,test,NA,NA
id_105409,train,9,j
id_105410,train,19,t
id_105411,valid,8,i
id_105412,test,NA,NA
id_105413,train,6,g
id_105414,train,4,e
id_105415,valid,3,d
id_105416,test,NA,NA
id_105417,train,3,d
id_105418,train,17,r
id_105419,valid,15,p
id_105420,test,NA,NA
id_105421,train,6,g
id_105422,train,12,m
id_105423,valid,7,h
id_105424,test,NA,NA
id_105425,train,24,y
id_105426,train,5,f
id_105427,valid,23,x
id_105428,test,NA,NA
id_105429,train,2,c
id_105430,train,23,x
id_105431,valid,4,e
id_105432,test,NA,NA
id_105433,train,22,w
id_105434,train,3,d
id_105435,valid,12,m
id_105436,test,NA,NA
id_105437,train,11,l
id_105438,train,11,l
id_105439,valid,7,h
id_105440,test,NA,NA
id_105441,train,13,n
id_105442,train,10,k
id_105443,valid,20,u
id_105444,test,NA,NA
id_105445,train,4,e
id_105446,train,24,y
id_105447,valid,21,v
id_105448,test,NA,NA
id_105449,train,1,b
id_105450,train,6,g
id_105451,valid,12,m
id_105452,test,NA,NA
id_105453,train,16,q
id_105454,train,11,l
id_105455,valid,11,l
id_105456,test,NA,NA
id_105457,train,8,i
id_105458,train,9,j
id_105459,valid,20,u
id_105460,test,NA,NA
id_105461,train,6,g
id_105462,train,13,n
id_105463,valid,6,g
id_105464,test,NA,NA
id_105465,train,8,i
id_105466,train,16,q
id_105467,valid,15,p
id_105468,test,NA,NA
id_105469,train,0,a
id_105470,train,9,j
id_105471,valid,5,f
id_105472,test,NA,NA
id_105473,train,19,t
id_105474,train,21,v
id_105475,valid,13,n
id_105476,test,NA,NA
id_105477,train,23,x
id_105478,train,3,d
id_105479,valid,9,j
id_105480,test,NA,NA
id_105481,train,24,y
id_105482,train,15,p
id_105483,valid,15,p
id_105484,test,NA,NA
id_105485,train,22,w
id_105486,train,22,w
id_105487,valid,13,n
id_105488,test,NA,NA
id_105489,train,23,x
id_105490,train,4,e
id_105491,valid,9,j
id_105492,test,NA,NA
id_105493,train,0,a
id_105494,train,19,t
id_105495,valid,24,y
id_105496,test,NA,NA
id_105497,train,11,l
id_105498,train,13,n
id_105499,valid,21,v
id_105500,test,NA,NA
id_105501,train,7,h
id_105502,train,3,d
id_105503,valid,9,j
id_105504,test,NA,NA
id_105505,train,9,j
id_105506,train,17,r
id_105507,valid,19,t
id_105508,test,NA,NA
id_105509,train,19,t
id_105510,train,20,u
id_105511,valid,4,e
id_105512,test,NA,NA
id_105513,train,18,s
id_105514,train,15,p
id_105515,valid,22,w
id_105516,test,NA,NA
id_105517,train,20,u
id_105518,train,7,h
id_105519,valid,23,x
id_105520,test,NA,NA
id_105521,train,8,i
id_105522,train,10,k
id_105523,valid,25,z
id_105524,test,NA,NA
id_105525,train,6,g
id_105526,train,6,g
id_105527,valid,7,h
id_105528,test,NA,NA
id_105529,train,8,i
id_105530,train,12,m
id_105531,valid,17,r
id_105532,test,NA,NA
id_105533,train,2,c
id_105534,train,10,k
id_105535,valid,7,h
id_105536,test,NA,NA
id_105537,train,24,y
id_105538,train,16,q
id_105539,valid,11,l
id_105540,test,NA,NA
id_105541,train,13,n
id_105542,train,8,i
id_105543,valid,8,i
id_105544,test,NA,NA
id_105545,train,2,c
id_105546,train,25,z
id_105547,valid,19,t
id_105548,test,NA,NA
id_105549,train,15,p
id_105550,train,3,d
id_105551,valid,4,e
id_105552,test,NA,NA
id_105553,train,6,g
id_105554,train,4,e
id_105555,valid,12,m
id_105556,test,NA,NA
id_105557,train,1,b
id_105558,train,1,b
id_105559,valid,15,p
id_105560,test,NA,NA
id_105561,train,8,i
id_105562,train,12,m
id_105563,valid,21,v
id_105564,test,NA,NA
id_105565,train,8,i
id_105566,train,6,g
id_105567,valid,17,r
id_105568,test,NA,NA
id_105569,train,21,v
id_105570,train,21,v
id_105571,valid,0,a
id_105572,test,NA,NA
id_105573,train,7,h
id_105574,train,23,x
id_105575,valid,18,s
id_105576,test,NA,NA
id_105577,train,5,f
id_105578,train,8,i
id_105579,valid,16,q
id_105580,test,NA,NA
id_105581,train,0,a
id_105582,train,0,a
id_105583,valid,24,y
id_105584,test,NA,NA
id_105585,train,22,w
id_105586,train,21,v
id_105587,valid,13,n
id_105588,test,NA,NA
id_105589,train,11,l
id_105590,train,18,s
id_105591,valid,10,k
id_105592,test,NA,NA
id_105593,train,0,a
id_105594,train,0,a
id_105595,valid,25,z
id_105596,test,NA,NA
id_105597,train,11,l
id_105598,train,1,b
id_105599,valid,14,o
id_105600,test,NA,NA
id_105601,train,25,z
id_105602,train,10,k
id_105603,valid,6,g
id_105604,test,NA,NA
id_105605,train,23,x
id_105606,train,21,v
id_105607,valid,6,g
id_105608,test,NA,NA
id_105609,train,8,i
id_105610,train,3,d
id_105611,valid,20,u
id_105612,test,NA,NA
id_105613,train,6,g
id_105614,train,8,i
id_105615,valid,23,x
id_105616,test,NA,NA
id_105617,train,16,q
id_105618,train,2,c
id_105619,valid,24,y
id_105620,test,NA,NA
id_105621,train,21,v
id_105622,train,4,e
id_105623,valid,18,s
id_105624,test,NA,NA
id_105625,train,5,f
id_105626,train,15,p
id_105627,valid,20,u
id_105628,test,NA,NA
id_105629,train,1,b
id_105630,train,18,s
id_105631,valid,3,d
id_105632,test,NA,NA
id_105633,train,14,o
id_105634,train,23,x
id_105635,valid,0,a
id_105636,test,NA,NA
id_105637,train,12,m
id_105638,train,16,q
id_105639,valid,17,r
id_105640,test,NA,NA
id_105641,train,13,n
id_105642,train,22,w
id_105643,valid,6,g
id_105644,test,NA,NA
id_105645,train,0,a
id_105646,train,2,c
id_105647,valid,4,e
id_105648,test,NA,NA
id_105649,train,8,i
id_105650,train,22,w
id_105651,valid,14,o
id_105652,test,NA,NA
id_105653,train,8,i
id_105654,train,1,b
id_105655,valid,5,f
id_105656,test,NA,NA
id_105657,train,0,a
id_105658,train,6,g
id_105659,valid,21,v
id_105660,test,NA,NA
id_105661,train,2,c
id_105662,train,18,s
id_105663,valid,16,q
id_105664,test,NA,NA
id_105665,train,19,t
id_105666,train,2,c
id_105667,valid,20,u
id_105668,test,NA,NA
id_105669,train,6,g
id_105670,train,15,p
id_105671,valid,13,n
id_105672,test,NA,NA
id_105673,train,4,e
id_105674,train,2,c
id_105675,valid,17,r
id_105676,test,NA,NA
id_105677,train,7,h
id_105678,train,1,b
id_105679,valid,7,h
id_105680,test,NA,NA
id_105681,train,19,t
id_105682,train,5,f
id_105683,valid,9,j
id_105684,test,NA,NA
id_105685,train,1,b
id_105686,train,19,t
id_105687,valid,21,v
id_105688,test,NA,NA
id_105689,train,22,w
id_105690,train,19,t
id_105691,valid,0,a
id_105692,test,NA,NA
id_105693,train,15,p
id_105694,train,18,s
id_105695,valid,6,g
id_105696,test,NA,NA
id_105697,train,3,d
id_105698,train,25,z
id_105699,valid,4,e
id_105700,test,NA,NA
id_105701,train,13,n
id_105702,train,24,y
id_105703,valid,7,h
id_105704,test,NA,NA
id_105705,train,10,k
id_105706,train,13,n
id_105707,valid,4,e
id_105708,test,NA,NA
id_105709,train,6,g
id_105710,train,21,v
id_105711,valid,4,e
id_105712,test,NA,NA
id_105713,train,19,t
id_105714,train,21,v
id_105715,valid,7,h
id_105716,test,NA,NA
id_105717,train,8,i
id_105718,train,17,r
id_105719,valid,18,s
id_105720,test,NA,NA
id_105721,train,10,k
id_105722,train,16,q
id_105723,valid,7,h
id_105724,test,NA,NA
id_105725,train,10,k
id_105726,train,8,i
id_105727,valid,11,l
id_105728,test,NA,NA
id_105729,train,9,j
id_105730,train,9,j
id_105731,valid,23,x
id_105732,test,NA,NA
id_105733,train,6,g
id_105734,train,14,o
id_105735,valid,3,d
id_105736,test,NA,NA
id_105737,train,7,h
id_105738,train,8,i
id_105739,valid,5,f
id_105740,test,NA,NA
id_105741,train,24,y
id_105742,train,21,v
id_105743,valid,24,y
id_105744,test,NA,NA
id_105745,train,20,u
id_105746,train,9,j
id_105747,valid,8,i
id_105748,test,NA,NA
id_105749,train,22,w
id_105750,train,7,h
id_105751,valid,14,o
id_105752,test,NA,NA
id_105753,train,15,p
id_105754,train,17,r
id_105755,valid,17,r
id_105756,test,NA,NA
id_105757,train,23,x
id_105758,train,13,n
id_105759,valid,8,i
id_105760,test,NA,NA
id_105761,train,25,z
id_105762,train,0,a
id_105763,valid,4,e
id_105764,test,NA,NA
id_105765,train,20,u
id_105766,train,9,j
id_105767,valid,3,d
id_105768,test,NA,NA
id_105769,train,21,v
id_105770,train,1,b
id_105771,valid,14,o
id_105772,test,NA,NA
id_105773,train,13,n
id_105774,train,2,c
id_105775,valid,21,v
id_105776,test,NA,NA
id_105777,train,22,w
id_105778,train,14,o
id_105779,valid,16,q
id_105780,test,NA,NA
id_105781,train,10,k
id_105782,train,25,z
id_105783,valid,23,x
id_105784,test,NA,NA
id_105785,train,7,h
id_105786,train,8,i
id_105787,valid,25,z
id_105788,test,NA,NA
id_105789,train,12,m
id_105790,train,13,n
id_105791,valid,5,f
id_105792,test,NA,NA
id_105793,train,9,j
id_105794,train,8,i
id_105795,valid,11,l
id_105796,test,NA,NA
id_105797,train,7,h
id_105798,train,19,t
id_105799,valid,14,o
id_105800,test,NA,NA
id_105801,train,16,q
id_105802,train,21,v
id_105803,valid,22,w
id_105804,test,NA,NA
id_105805,train,2,c
id_105806,train,3,d
id_105807,valid,5,f
id_105808,test,NA,NA
id_105809,train,3,d
id_105810,train,1,b
id_105811,valid,14,o
id_105812,test,NA,NA
id_105813,train,16,q
id_105814,train,8,i
id_105815,valid,23,x
id_105816,test,NA,NA
id_105817,train,10,k
id_105818,train,8,i
id_105819,valid,3,d
id_105820,test,NA,NA
id_105821,train,25,z
id_105822,train,19,t
id_105823,valid,17,r
id_105824,test,NA,NA
id_105825,train,3,d
id_105826,train,6,g
id_105827,valid,1,b
id_105828,test,NA,NA
id_105829,train,16,q
id_105830,train,17,r
id_105831,valid,21,v
id_105832,test,NA,NA
id_105833,train,21,v
id_105834,train,1,b
id_105835,valid,6,g
id_105836,test,NA,NA
id_105837,train,23,x
id_105838,train,13,n
id_105839,valid,4,e
id_105840,test,NA,NA
id_105841,train,9,j
id_105842,train,14,o
id_105843,valid,13,n
id_105844,test,NA,NA
id_105845,train,2,c
id_105846,train,22,w
id_105847,valid,2,c
id_105848,test,NA,NA
id_105849,train,22,w
id_105850,train,17,r
id_105851,valid,23,x
id_105852,test,NA,NA
id_105853,train,20,u
id_105854,train,23,x
id_105855,valid,7,h
id_105856,test,NA,NA
id_105857,train,6,g
id_105858,train,24,y
id_105859,valid,18,s
id_105860,test,NA,NA
id_105861,train,0,a
id_105862,train,10,k
id_105863,valid,13,n
id_105864,test,NA,NA
id_105865,train,7,h
id_105866,train,7,h
id_105867,valid,0,a
id_105868,test,NA,NA
id_105869,train,5,f
id_105870,train,13,n
id_105871,valid,23,x
id_105872,test,NA,NA
id_105873,train,12,m
id_105874,train,2,c
id_105875,valid,19,t
id_105876,test,NA,NA
id_105877,train,5,f
id_105878,train,23,x
id_105879,valid,11,l
id_105880,test,NA,NA
id_105881,train,5,f
id_105882,train,11,l
id_105883,valid,21,v
id_105884,test,NA,NA
id_105885,train,4,e
id_105886,train,22,w
id_105887,valid,8,i
id_105888,test,NA,NA
id_105889,train,0,a
id_105890,train,8,i
id_105891,valid,18,s
id_105892,test,NA,NA
id_105893,train,5,f
id_105894,train,7,h
id_105895,valid,2,c
id_105896,test,NA,NA
id_105897,train,18,s
id_105898,train,20,u
id_105899,valid,19,t
id_105900,test,NA,NA
id_105901,train,16,q
id_105902,train,2,c
id_105903,valid,13,n
id_105904,test,NA,NA
id_105905,train,12,m
id_105906,train,1,b
id_105907,valid,13,n
id_105908,test,NA,NA
id_105909,train,13,n
id_105910,train,16,q
id_105911,valid,4,e
id_105912,test,NA,NA
id_105913,train,13,n
id_105914,train,0,a
id_105915,valid,12,m
id_105916,test,NA,NA
id_105917,train,19,t
id_105918,train,25,z
id_105919,valid,15,p
id_105920,test,NA,NA
id_105921,train,12,m
id_105922,train,10,k
id_105923,valid,21,v
id_105924,test,NA,NA
id_105925,train,18,s
id_105926,train,9,j
id_105927,valid,4,e
id_105928,test,NA,NA
id_105929,train,7,h
id_105930,train,25,z
id_105931,valid,14,o
id_105932,test,NA,NA
id_105933,train,19,t
id_105934,train,10,k
id_105935,valid,25,z
id_105936,test,NA,NA
id_105937,train,2,c
id_105938,train,14,o
id_105939,valid,11,l
id_105940,test,NA,NA
id_105941,train,6,g
id_105942,train,0,a
id_105943,valid,16,q
id_105944,test,NA,NA
id_105945,train,19,t
id_105946,train,12,m
id_105947,valid,23,x
id_105948,test,NA,NA
id_105949,train,18,s
id_105950,train,10,k
id_105951,valid,5,f
id_105952,test,NA,NA
id_105953,train,24,y
id_105954,train,22,w
id_105955,valid,5,f
id_105956,test,NA,NA
id_105957,train,9,j
id_105958,train,2,c
id_105959,valid,18,s
id_105960,test,NA,NA
id_105961,train,0,a
id_105962,train,0,a
id_105963,valid,16,q
id_105964,test,NA,NA
id_105965,train,4,e
id_105966,train,21,v
id_105967,valid,22,w
id_105968,test,NA,NA
id_105969,train,17,r
id_105970,train,10,k
id_105971,valid,16,q
id_105972,test,NA,NA
id_105973,train,5,f
id_105974,train,17,r
id_105975,valid,7,h
id_105976,test,NA,NA
id_105977,train,3,d
id_105978,train,3,d
id_105979,valid,1,b
id_105980,test,NA,NA
id_105981,train,9,j
id_105982,train,20,u
id_105983,valid,6,g
id_105984,test,NA,NA
id_105985,train,5,f
id_105986,train,25,z
id_105987,valid,2,c
id_105988,test,NA,NA
id_105989,train,18,s
id_105990,train,14,o
id_105991,valid,3,d
id_105992,test,NA,NA
id_105993,train,8,i
id_105994,train,18,s
id_105995,valid,14,o
id_105996,test,NA,NA
id_105997,train,18,s
id_105998,train,6,g
id_105999,valid,19,t
id_106000,test,NA,NA
id_106001,train,23,x
id_106002,train,5,f
id_106003,valid,15,p
id_106004,test,NA,NA
id_106005,train,15,p
id_106006,train,13,n
id_106007,valid,6,g
id_106008,test,NA,NA
id_106009,train,18,s
id_106010,train,18,s
id_106011,valid,1,b
id_106012,test,NA,NA
id_106013,train,17,r
id_106014,train,21,v
id_106015,valid,24,y
id_106016,test,NA,NA
id_106017,train,15,p
id_106018,train,16,q
id_106019,valid,7,h
id_106020,test,NA,NA
id_106021,train,1,b
id_106022,train,18,s
id_106023,valid,25,z
id_106024,test,NA,NA
id_106025,train,9,j
id_106026,train,2,c
id_106027,valid,13,n
id_106028,test,NA,NA
id_106029,train,25,z
id_106030,train,2,c
id_106031,valid,9,j
id_106032,test,NA,NA
id_106033,train,19,t
id_106034,train,4,e
id_106035,valid,19,t
id_106036,test,NA,NA
id_106037,train,25,z
id_106038,train,2,c
id_106039,valid,8,i
id_106040,test,NA,NA
id_106041,train,18,s
id_106042,train,8,i
id_106043,valid,9,j
id_106044,test,NA,NA
id_106045,train,14,o
id_106046,train,2,c
id_106047,valid,16,q
id_106048,test,NA,NA
id_106049,train,21,v
id_106050,train,13,n
id_106051,valid,3,d
id_106052,test,NA,NA
id_106053,train,13,n
id_106054,train,12,m
id_106055,valid,15,p
